,flow (MWh),congestion price from ($/MWh),congestion price to ($/MWh)
C1-1,48.680464,-0.000000,0.000000
C1-2,30.383497,-0.000000,0.000000
C1-3,48.104775,-0.000000,0.000000
C1-4,48.513300,-0.000000,0.000000
C1-5,48.136138,-0.000000,0.000000
C1-6,48.721143,-0.000000,0.000000
C1-7,50.260313,-0.000000,0.000000
C1-8,52.204546,-0.000000,0.000000
C1-9,29.291898,-0.000000,0.000000
C1-10,54.370644,-0.000000,0.000000
C1-11,6.255271,-0.000000,0.000000
C1-12,33.013232,-0.000000,0.000000
C1-13,19.298692,-0.000000,0.000000
C1-14,21.233271,-0.000000,0.000000
C1-15,15.513220,-0.000000,0.000000
C1-16,22.157621,-0.000000,0.000000
C1-17,51.178241,-0.000000,0.000000
C1-18,48.045990,-0.000000,0.000000
C1-19,49.406460,-0.000000,0.000000
C1-20,27.292861,-0.000000,0.000000
C1-21,37.723040,-0.000000,0.000000
C1-22,41.789101,-0.000000,0.000000
C1-23,33.870478,-0.000000,0.000000
C1-24,44.033142,-0.000000,0.000000
C2-1,-131.091928,-0.000000,0.000000
C2-2,-92.135162,-0.000000,0.000000
C2-3,-129.066483,-0.000000,0.000000
C2-4,-125.286431,-0.000000,0.000000
C2-5,-129.131976,-0.000000,0.000000
C2-6,-131.262298,-0.000000,0.000000
C2-7,-133.919293,-0.000000,0.000000
C2-8,-125.365076,-0.000000,0.000000
C2-9,-90.377155,-0.000000,0.000000
C2-10,-130.522226,-0.000000,0.000000
C2-11,-41.254007,-0.000000,0.000000
C2-12,-93.417379,-0.000000,0.000000
C2-13,-61.687143,-0.000000,0.000000
C2-14,-64.578366,-0.000000,0.000000
C2-15,-51.290468,-0.000000,0.000000
C2-16,-65.745142,-0.000000,0.000000
C2-17,-130.789414,-0.000000,0.000000
C2-18,-127.006020,-0.000000,0.000000
C2-19,-131.238804,-0.000000,0.000000
C2-20,-86.723138,-0.000000,0.000000
C2-21,-109.014629,-0.000000,0.000000
C2-22,-118.844793,-0.000000,0.000000
C2-23,-99.992598,-0.000000,0.000000
C2-24,-120.288120,-0.000000,0.000000
C3-1,36.303903,-0.000000,0.000000
C3-2,17.557423,-0.000000,0.000000
C3-3,37.365378,-0.000000,0.000000
C3-4,33.398882,-0.000000,0.000000
C3-5,37.279926,-0.000000,0.000000
C3-6,36.245679,-0.000000,0.000000
C3-7,31.708964,-0.000000,0.000000
C3-8,17.332627,-0.000000,0.000000
C3-9,0.901138,-0.000000,0.000000
C3-10,13.131651,-0.000000,0.000000
C3-11,-29.148686,-0.000000,0.000000
C3-12,-4.238687,-0.000000,0.000000
C3-13,-22.322717,-0.000000,0.000000
C3-14,-21.963985,-0.000000,0.000000
C3-15,-28.951002,-0.000000,0.000000
C3-16,-20.816148,-0.000000,0.000000
C3-17,15.822498,-0.000000,0.000000
C3-18,8.730989,-0.000000,0.000000
C3-19,11.637469,-0.000000,0.000000
C3-20,-7.399207,-0.000000,0.000000
C3-21,7.673746,-0.000000,0.000000
C3-22,17.947815,-0.000000,0.000000
C3-23,12.327118,-0.000000,0.000000
C3-24,27.294523,-0.000000,0.000000
C4-1,-18.317457,-0.000000,0.000000
C4-2,-22.946314,-0.000000,0.000000
C4-3,-17.207154,-0.000000,0.000000
C4-4,-13.847646,-0.000000,0.000000
C4-5,-17.231989,-0.000000,0.000000
C4-6,-18.417574,-0.000000,0.000000
C4-7,-19.193488,-0.000000,0.000000
C4-8,-11.084783,-0.000000,0.000000
C4-9,-28.268600,-0.000000,0.000000
C4-10,-12.924784,-0.000000,0.000000
C4-11,-35.888770,-0.000000,0.000000
C4-12,-25.165538,-0.000000,0.000000
C4-13,-27.339720,-0.000000,0.000000
C4-14,-26.125216,-0.000000,0.000000
C4-15,-26.818904,-0.000000,0.000000
C4-16,-25.053547,-0.000000,0.000000
C4-17,-18.881894,-0.000000,0.000000
C4-18,-23.605461,-0.000000,0.000000
C4-19,-24.123896,-0.000000,0.000000
C4-20,-31.169135,-0.000000,0.000000
C4-21,-27.343343,-0.000000,0.000000
C4-22,-25.688984,-0.000000,0.000000
C4-23,-25.032427,-0.000000,0.000000
C4-24,-19.837532,-0.000000,0.000000
C5-1,25.586501,-0.000000,0.000000
C5-2,13.636834,-0.000000,0.000000
C5-3,26.155965,-0.000000,0.000000
C5-4,23.404445,-0.000000,0.000000
C5-5,26.104761,-0.000000,0.000000
C5-6,25.558521,-0.000000,0.000000
C5-7,22.794990,-0.000000,0.000000
C5-8,13.147602,-0.000000,0.000000
C5-9,3.506243,-0.000000,0.000000
C5-10,10.694194,-0.000000,0.000000
C5-11,-15.469847,-0.000000,0.000000
C5-12,0.119927,-0.000000,0.000000
C5-13,-11.481803,-0.000000,0.000000
C5-14,-11.298741,-0.000000,0.000000
C5-15,-15.803435,-0.000000,0.000000
C5-16,-10.632869,-0.000000,0.000000
C5-17,12.768455,-0.000000,0.000000
C5-18,8.575367,-0.000000,0.000000
C5-19,10.484959,-0.000000,0.000000
C5-20,-1.560782,-0.000000,0.000000
C5-21,7.928136,-0.000000,0.000000
C5-22,14.390455,-0.000000,0.000000
C5-23,10.587025,-0.000000,0.000000
C5-24,19.896932,-0.000000,0.000000
C6-1,175.000000,-0.000000,0.000000
C6-2,95.933114,-0.000000,0.000000
C6-3,175.000000,-0.000000,0.000000
C6-4,175.000000,-0.000000,0.000000
C6-5,175.000000,-0.000000,0.000000
C6-6,175.000000,-0.000000,0.000000
C6-7,175.000000,-0.000000,0.000000
C6-8,173.479452,-0.000000,0.000000
C6-9,72.781041,-0.000000,0.000000
C6-10,175.000000,-0.000000,0.000000
C6-11,-34.195245,-0.000000,0.000000
C6-12,81.963130,-0.000000,0.000000
C6-13,19.827089,-0.000000,0.000000
C6-14,27.180668,-0.000000,0.000000
C6-15,1.948066,-0.000000,0.000000
C6-16,31.980710,-0.000000,0.000000
C6-17,163.074037,-0.000000,0.000000
C6-18,142.971287,-0.000000,0.000000
C6-19,149.650616,-0.000000,0.000000
C6-20,56.457081,-0.000000,0.000000
C6-21,106.559131,-0.000000,0.000000
C6-22,130.379494,-0.000000,0.000000
C6-23,100.476825,-0.000000,0.000000
C6-24,150.637829,-0.000000,0.000000
C7-1,87.914077,-0.000000,0.000000
C7-2,-32.388397,-0.000000,0.000000
C7-3,104.044354,-0.000000,0.000000
C7-4,72.123155,-0.000000,0.000000
C7-5,103.093350,-0.000000,0.000000
C7-6,86.218777,-0.000000,0.000000
C7-7,29.172043,-0.000000,0.000000
C7-8,-20.954715,-0.000000,0.000000
C7-9,-36.218046,-0.000000,0.000000
C7-10,-45.877203,-0.000000,0.000000
C7-11,-115.771132,-0.000000,0.000000
C7-12,-4.718567,-0.000000,0.000000
C7-13,-7.166177,-0.000000,0.000000
C7-14,-24.307500,-0.000000,0.000000
C7-15,-55.118952,-0.000000,0.000000
C7-16,-125.265302,-0.000000,0.000000
C7-17,-23.977908,-0.000000,0.000000
C7-18,-87.025709,-0.000000,0.000000
C7-19,-94.980879,-0.000000,0.000000
C7-20,-187.762693,-0.000000,0.000000
C7-21,-109.003497,-0.000000,0.000000
C7-22,-8.437415,-0.000000,0.000000
C7-23,-36.927758,-0.000000,0.000000
C7-24,26.273291,-0.000000,0.000000
C8-1,-49.909675,-0.000000,0.000000
C8-2,-53.227554,-0.000000,0.000000
C8-3,-47.078714,-0.000000,0.000000
C8-4,-43.567039,-0.000000,0.000000
C8-5,-47.185484,-0.000000,0.000000
C8-6,-50.138548,-0.000000,0.000000
C8-7,-54.788869,-0.000000,0.000000
C8-8,-49.337235,-0.000000,0.000000
C8-9,-69.505866,-0.000000,0.000000
C8-10,-56.105107,-0.000000,0.000000
C8-11,-79.841633,-0.000000,0.000000
C8-12,-69.457851,-0.000000,0.000000
C8-13,-71.678853,-0.000000,0.000000
C8-14,-70.874030,-0.000000,0.000000
C8-15,-71.169743,-0.000000,0.000000
C8-16,-69.181987,-0.000000,0.000000
C8-17,-62.588949,-0.000000,0.000000
C8-18,-71.725360,-0.000000,0.000000
C8-19,-72.220385,-0.000000,0.000000
C8-20,-76.959707,-0.000000,0.000000
C8-21,-70.933346,-0.000000,0.000000
C8-22,-66.188826,-0.000000,0.000000
C8-23,-61.891966,-0.000000,0.000000
C8-24,-53.384511,-0.000000,0.000000
C9-1,5.992451,-0.000000,0.000000
C9-2,-11.496199,-0.000000,0.000000
C9-3,8.704828,-0.000000,0.000000
C9-4,4.884330,-0.000000,0.000000
C9-5,8.540761,-0.000000,0.000000
C9-6,5.810690,-0.000000,0.000000
C9-7,-2.443361,-0.000000,0.000000
C9-8,-19.369049,-0.000000,0.000000
C9-9,-38.664348,-0.000000,0.000000
C9-10,-28.298118,-0.000000,0.000000
C9-11,-71.319676,-0.000000,0.000000
C9-12,-46.735365,-0.000000,0.000000
C9-13,-64.864317,-0.000000,0.000000
C9-14,-64.898657,-0.000000,0.000000
C9-15,-71.503833,-0.000000,0.000000
C9-16,-63.155598,-0.000000,0.000000
C9-17,-26.112649,-0.000000,0.000000
C9-18,-37.438103,-0.000000,0.000000
C9-19,-34.509161,-0.000000,0.000000
C9-20,-51.333405,-0.000000,0.000000
C9-21,-34.149095,-0.000000,0.000000
C9-22,-20.910142,-0.000000,0.000000
C9-23,-23.038115,-0.000000,0.000000
C9-24,-4.892444,-0.000000,0.000000
C10-1,-32.474872,-0.000000,0.000000
C10-2,-42.015175,-0.000000,0.000000
C10-3,-28.743117,-0.000000,0.000000
C10-4,-31.214979,-0.000000,0.000000
C10-5,-28.944907,-0.000000,0.000000
C10-6,-32.739486,-0.000000,0.000000
C10-7,-42.623548,-0.000000,0.000000
C10-8,-57.154201,-0.000000,0.000000
C10-9,-72.281166,-0.000000,0.000000
C10-10,-68.664236,-0.000000,0.000000
C10-11,-96.248082,-0.000000,0.000000
C10-12,-81.282160,-0.000000,0.000000
C10-13,-92.969940,-0.000000,0.000000
C10-14,-93.539804,-0.000000,0.000000
C10-15,-97.313083,-0.000000,0.000000
C10-16,-91.733787,-0.000000,0.000000
C10-17,-67.558024,-0.000000,0.000000
C10-18,-79.861203,-0.000000,0.000000
C10-19,-77.908587,-0.000000,0.000000
C10-20,-85.716429,-0.000000,0.000000
C10-21,-72.183221,-0.000000,0.000000
C10-22,-60.041687,-0.000000,0.000000
C10-23,-57.154829,-0.000000,0.000000
C10-24,-41.756975,-0.000000,0.000000
C11-1,-53.365232,-0.000000,0.000000
C11-2,-51.150743,-0.000000,0.000000
C11-3,-50.458716,-0.000000,0.000000
C11-4,-50.201677,-0.000000,0.000000
C11-5,-50.597121,-0.000000,0.000000
C11-6,-53.582727,-0.000000,0.000000
C11-7,-60.127333,-0.000000,0.000000
C11-8,-64.615628,-0.000000,0.000000
C11-9,-69.657545,-0.000000,0.000000
C11-10,-72.939734,-0.000000,0.000000
C11-11,-74.244701,-0.000000,0.000000
