,flow (MWh),congestion price from ($/MWh),congestion price to ($/MWh)
C1-1,19.549136,-0.000000,0.000000
C1-2,16.660233,-0.000000,0.000000
C1-3,16.592858,-0.000000,0.000000
C1-4,15.406968,-0.000000,0.000000
C1-5,14.920354,-0.000000,0.000000
C1-6,15.301873,-0.000000,0.000000
C1-7,19.228676,-0.000000,0.000000
C1-8,20.286756,-0.000000,0.000000
C1-9,14.336737,-0.000000,0.000000
C1-10,18.881866,-0.000000,0.000000
C1-11,-0.379132,-0.000000,0.000000
C1-12,-14.509612,-0.000000,0.000000
C1-13,-16.566097,-0.000000,0.000000
C1-14,-10.495356,-0.000000,0.000000
C1-15,18.419589,-0.000000,0.000000
C1-16,12.683039,-0.000000,0.000000
C1-17,43.741140,-0.000000,0.000000
C1-18,34.769422,-0.000000,0.000000
C1-19,51.990188,-0.000000,0.000000
C1-20,52.615760,-0.000000,0.000000
C1-21,46.061923,-0.000000,0.000000
C1-22,40.316503,-0.000000,0.000000
C1-23,46.662880,-0.000000,0.000000
C1-24,40.841963,-0.000000,0.000000
C2-1,-57.853506,-0.000000,0.000000
C2-2,-51.227371,-0.000000,0.000000
C2-3,-51.222906,-0.000000,0.000000
C2-4,-50.000451,-0.000000,0.000000
C2-5,-50.135587,-0.000000,0.000000
C2-6,-51.683817,-0.000000,0.000000
C2-7,-60.545658,-0.000000,0.000000
C2-8,-58.395332,-0.000000,0.000000
C2-9,-46.111496,-0.000000,0.000000
C2-10,-57.518925,-0.000000,0.000000
C2-11,-16.976435,-0.000000,0.000000
C2-12,15.626085,-0.000000,0.000000
C2-13,21.384009,-0.000000,0.000000
C2-14,8.413715,-0.000000,0.000000
C2-15,-50.452748,-0.000000,0.000000
C2-16,-40.797150,-0.000000,0.000000
C2-17,-108.975792,-0.000000,0.000000
C2-18,-96.964679,-0.000000,0.000000
C2-19,-137.686302,-0.000000,0.000000
C2-20,-136.182411,-0.000000,0.000000
C2-21,-120.538044,-0.000000,0.000000
C2-22,-105.186766,-0.000000,0.000000
C2-23,-116.641944,-0.000000,0.000000
C2-24,-106.863970,-0.000000,0.000000
C3-1,-7.974023,-0.000000,0.000000
C3-2,-9.763770,-0.000000,0.000000
C3-3,-8.641702,-0.000000,0.000000
C3-4,-8.097437,-0.000000,0.000000
C3-5,-7.424438,-0.000000,0.000000
C3-6,-6.872722,-0.000000,0.000000
C3-7,-2.877260,-0.000000,0.000000
C3-8,-6.410247,-0.000000,0.000000
C3-9,-14.794048,-0.000000,0.000000
C3-10,-9.674235,-0.000000,0.000000
C3-11,-32.254050,-0.000000,0.000000
C3-12,-51.033588,-0.000000,0.000000
C3-13,-54.717944,-0.000000,0.000000
C3-14,-47.784225,-0.000000,0.000000
C3-15,-17.405626,-0.000000,0.000000
C3-16,-21.085508,-0.000000,0.000000
C3-17,14.941707,-0.000000,0.000000
C3-18,5.649859,-0.000000,0.000000
C3-19,25.324079,-0.000000,0.000000
C3-20,23.655864,-0.000000,0.000000
C3-21,16.068655,-0.000000,0.000000
C3-22,9.161943,-0.000000,0.000000
C3-23,18.541544,-0.000000,0.000000
C3-24,18.376957,-0.000000,0.000000
C4-1,-18.950031,-0.000000,0.000000
C4-2,-18.879877,-0.000000,0.000000
C4-3,-18.687576,-0.000000,0.000000
C4-4,-19.746049,-0.000000,0.000000
C4-5,-20.669913,-0.000000,0.000000
C4-6,-21.242994,-0.000000,0.000000
C4-7,-20.745274,-0.000000,0.000000
C4-8,-17.528657,-0.000000,0.000000
C4-9,-20.069971,-0.000000,0.000000
C4-10,-20.469847,-0.000000,0.000000
C4-11,-26.620118,-0.000000,0.000000
C4-12,-28.990403,-0.000000,0.000000
C4-13,-28.624720,-0.000000,0.000000
C4-14,-26.926040,-0.000000,0.000000
C4-15,-16.768185,-0.000000,0.000000
C4-16,-20.073158,-0.000000,0.000000
C4-17,-12.995552,-0.000000,0.000000
C4-18,-22.194279,-0.000000,0.000000
C4-19,-21.197411,-0.000000,0.000000
C4-20,-18.947667,-0.000000,0.000000
C4-21,-19.213192,-0.000000,0.000000
C4-22,-17.927228,-0.000000,0.000000
C4-23,-13.487469,-0.000000,0.000000
C4-24,-15.827493,-0.000000,0.000000
C5-1,-3.065685,-0.000000,0.000000
C5-2,-4.275613,-0.000000,0.000000
C5-3,-3.584008,-0.000000,0.000000
C5-4,-3.189754,-0.000000,0.000000
C5-5,-2.706475,-0.000000,0.000000
C5-6,-2.304231,-0.000000,0.000000
C5-7,0.280973,-0.000000,0.000000
C5-8,-2.169085,-0.000000,0.000000
C5-9,-7.418980,-0.000000,0.000000
C5-10,-4.038986,-0.000000,0.000000
C5-11,-18.315800,-0.000000,0.000000
C5-12,-30.352173,-0.000000,0.000000
C5-13,-32.758998,-0.000000,0.000000
C5-14,-28.356250,-0.000000,0.000000
C5-15,-9.215580,-0.000000,0.000000
C5-16,-11.432351,-0.000000,0.000000
C5-17,11.566176,-0.000000,0.000000
C5-18,6.177557,-0.000000,0.000000
C5-19,18.964568,-0.000000,0.000000
C5-20,17.754663,-0.000000,0.000000
C5-21,12.816557,-0.000000,0.000000
C5-22,8.209407,-0.000000,0.000000
C5-23,13.951836,-0.000000,0.000000
C5-24,13.877144,-0.000000,0.000000
C6-1,40.382828,-0.000000,0.000000
C6-2,29.596466,-0.000000,0.000000
C6-3,30.588154,-0.000000,0.000000
C6-4,26.574219,-0.000000,0.000000
C6-5,24.993888,-0.000000,0.000000
C6-6,26.303231,-0.000000,0.000000
C6-7,42.881748,-0.000000,0.000000
C6-8,45.243121,-0.000000,0.000000
C6-9,16.601833,-0.000000,0.000000
C6-10,35.543509,-0.000000,0.000000
C6-11,-51.324974,-0.000000,0.000000
C6-12,-115.580489,-0.000000,0.000000
C6-13,-125.311772,-0.000000,0.000000
C6-14,-98.281922,-0.000000,0.000000
C6-15,29.470438,-0.000000,0.000000
C6-16,5.402801,-0.000000,0.000000
C6-17,143.029055,-0.000000,0.000000
C6-18,99.076114,-0.000000,0.000000
C6-19,172.949613,-0.000000,0.000000
C6-20,175.000000,-0.000000,0.000000
C6-21,146.874573,-0.000000,0.000000
C6-22,123.091725,-0.000000,0.000000
C6-23,155.325425,-0.000000,0.000000
C6-24,135.031792,-0.000000,0.000000
C7-1,-150.366989,-0.000000,0.000000
C7-2,-153.408683,-0.000000,0.000000
C7-3,-153.930642,-0.000000,0.000000
C7-4,-147.526205,-0.000000,0.000000
C7-5,-141.695593,-0.000000,0.000000
C7-6,-133.478158,-0.000000,0.000000
C7-7,-108.784476,-0.000000,0.000000
C7-8,-60.736491,-0.000000,0.000000
C7-9,19.471992,-0.000000,0.000000
C7-10,40.818743,-0.000000,0.000000
C7-11,-26.957686,-0.000000,0.000000
C7-12,-136.588618,-0.000000,0.000000
C7-13,-131.370939,-0.000000,0.000000
C7-14,-146.614138,-0.000000,0.000000
C7-15,-32.321161,-0.000000,0.000000
C7-16,-28.399319,-0.000000,0.000000
C7-17,5.273578,-0.000000,0.000000
C7-18,-45.783121,-0.000000,0.000000
C7-19,17.794930,-0.000000,0.000000
C7-20,14.536686,-0.000000,0.000000
C7-21,-36.779706,-0.000000,0.000000
C7-22,-78.425692,-0.000000,0.000000
C7-23,10.003432,-0.000000,0.000000
C7-24,18.695823,-0.000000,0.000000
C8-1,-50.659300,-0.000000,0.000000
C8-2,-49.254758,-0.000000,0.000000
C8-3,-48.336737,-0.000000,0.000000
C8-4,-48.997235,-0.000000,0.000000
C8-5,-49.885984,-0.000000,0.000000
C8-6,-50.880451,-0.000000,0.000000
C8-7,-51.026514,-0.000000,0.000000
C8-8,-48.032296,-0.000000,0.000000
C8-9,-51.978228,-0.000000,0.000000
C8-10,-53.572030,-0.000000,0.000000
C8-11,-60.611893,-0.000000,0.000000
C8-12,-63.192871,-0.000000,0.000000
C8-13,-62.815482,-0.000000,0.000000
C8-14,-61.093392,-0.000000,0.000000
C8-15,-50.642908,-0.000000,0.000000
C8-16,-53.784009,-0.000000,0.000000
C8-17,-47.455533,-0.000000,0.000000
C8-18,-60.938347,-0.000000,0.000000
C8-19,-62.563434,-0.000000,0.000000
C8-20,-59.997651,-0.000000,0.000000
C8-21,-59.233122,-0.000000,0.000000
C8-22,-56.097744,-0.000000,0.000000
C8-23,-48.731696,-0.000000,0.000000
C8-24,-48.473175,-0.000000,0.000000
C9-1,-38.397781,-0.000000,0.000000
C9-2,-38.907237,-0.000000,0.000000
C9-3,-37.088871,-0.000000,0.000000
C9-4,-36.162765,-0.000000,0.000000
C9-5,-35.456073,-0.000000,0.000000
C9-6,-35.308660,-0.000000,0.000000
C9-7,-31.930883,-0.000000,0.000000
C9-8,-35.677251,-0.000000,0.000000
C9-9,-45.408727,-0.000000,0.000000
C9-10,-41.434438,-0.000000,0.000000
C9-11,-64.867779,-0.000000,0.000000
C9-12,-83.849469,-0.000000,0.000000
C9-13,-87.522594,-0.000000,0.000000
