,flow (MWh),congestion price from ($/MWh),congestion price to ($/MWh)
C1-1,49.375591,-0.000000,0.000000
C1-2,49.105042,-0.000000,0.000000
C1-3,48.723858,-0.000000,0.000000
C1-4,47.473688,-0.000000,0.000000
C1-5,48.542950,-0.000000,0.000000
C1-6,49.188539,-0.000000,0.000000
C1-7,44.101015,-0.000000,0.000000
C1-8,44.125536,-0.000000,0.000000
C1-9,38.035539,-0.000000,0.000000
C1-10,35.634920,-0.000000,0.000000
C1-11,31.383441,-0.000000,0.000000
C1-12,13.924288,-0.000000,0.000000
C1-13,26.395855,-0.000000,0.000000
C1-14,2.689091,-0.000000,0.000000
C1-15,-8.051919,-0.000000,0.000000
C1-16,36.139169,-0.000000,0.000000
C1-17,50.622888,-0.000000,0.000000
C1-18,52.160744,-0.000000,0.000000
C1-19,52.945892,-0.000000,0.000000
C1-20,52.974762,-0.000000,0.000000
C1-21,52.713324,-0.000000,0.000000
C1-22,52.111501,-0.000000,0.000000
C1-23,51.106422,-0.000000,0.000000
C1-24,50.113557,-0.000000,0.000000
C2-1,-126.088457,-0.000000,0.000000
C2-2,-123.405859,-0.000000,0.000000
C2-3,-123.902979,-0.000000,0.000000
C2-4,-114.611657,-0.000000,0.000000
C2-5,-123.275125,-0.000000,0.000000
C2-6,-119.415962,-0.000000,0.000000
C2-7,-114.263427,-0.000000,0.000000
C2-8,-110.143476,-0.000000,0.000000
C2-9,-96.117663,-0.000000,0.000000
C2-10,-91.540579,-0.000000,0.000000
C2-11,-83.035474,-0.000000,0.000000
C2-12,-44.937287,-0.000000,0.000000
C2-13,-70.403883,-0.000000,0.000000
C2-14,-20.891182,-0.000000,0.000000
C2-15,1.361334,-0.000000,0.000000
C2-16,-91.924459,-0.000000,0.000000
C2-17,-126.496826,-0.000000,0.000000
C2-18,-135.301392,-0.000000,0.000000
C2-19,-139.509839,-0.000000,0.000000
C2-20,-138.438575,-0.000000,0.000000
C2-21,-134.795109,-0.000000,0.000000
C2-22,-132.129507,-0.000000,0.000000
C2-23,-130.890058,-0.000000,0.000000
C2-24,-128.532002,-0.000000,0.000000
C3-1,30.434473,-0.000000,0.000000
C3-2,29.867410,-0.000000,0.000000
C3-3,31.702373,-0.000000,0.000000
C3-4,24.447049,-0.000000,0.000000
C3-5,32.041255,-0.000000,0.000000
C3-6,27.075256,-0.000000,0.000000
C3-7,26.309834,-0.000000,0.000000
C3-8,21.704116,-0.000000,0.000000
C3-9,11.769565,-0.000000,0.000000
C3-10,7.679781,-0.000000,0.000000
C3-11,2.161998,-0.000000,0.000000
C3-12,-18.306204,-0.000000,0.000000
C3-13,-5.892003,-0.000000,0.000000
C3-14,-31.253777,-0.000000,0.000000
C3-15,-42.133205,-0.000000,0.000000
C3-16,7.063999,-0.000000,0.000000
C3-17,25.683492,-0.000000,0.000000
C3-18,24.938180,-0.000000,0.000000
C3-19,24.381094,-0.000000,0.000000
C3-20,23.605540,-0.000000,0.000000
C3-21,22.410162,-0.000000,0.000000
C3-22,23.182195,-0.000000,0.000000
C3-23,26.449881,-0.000000,0.000000
C3-24,28.979660,-0.000000,0.000000
C4-1,-13.736618,-0.000000,0.000000
C4-2,-11.839027,-0.000000,0.000000
C4-3,-12.565116,-0.000000,0.000000
C4-4,-8.158626,-0.000000,0.000000
C4-5,-12.223071,-0.000000,0.000000
C4-6,-8.594875,-0.000000,0.000000
C4-7,-14.122100,-0.000000,0.000000
C4-8,-11.395697,-0.000000,0.000000
C4-9,-12.974468,-0.000000,0.000000
C4-10,-14.573208,-0.000000,0.000000
C4-11,-16.517070,-0.000000,0.000000
C4-12,-20.780062,-0.000000,0.000000
C4-13,-16.672335,-0.000000,0.000000
C4-14,-23.916480,-0.000000,0.000000
C4-15,-27.197485,-0.000000,0.000000
C4-16,-14.102074,-0.000000,0.000000
C4-17,-12.978427,-0.000000,0.000000
C4-18,-18.642335,-0.000000,0.000000
C4-19,-21.306123,-0.000000,0.000000
C4-20,-20.429486,-0.000000,0.000000
C4-21,-17.760168,-0.000000,0.000000
C4-22,-16.163676,-0.000000,0.000000
C4-23,-16.050945,-0.000000,0.000000
C4-24,-15.038402,-0.000000,0.000000
C5-1,21.547356,-0.000000,0.000000
C5-2,21.036286,-0.000000,0.000000
C5-3,22.240413,-0.000000,0.000000
C5-4,17.289542,-0.000000,0.000000
C5-5,22.423249,-0.000000,0.000000
C5-6,19.026375,-0.000000,0.000000
C5-7,18.837003,-0.000000,0.000000
C5-8,15.720853,-0.000000,0.000000
C5-9,9.414468,-0.000000,0.000000
C5-10,6.894145,-0.000000,0.000000
C5-11,3.451127,-0.000000,0.000000
C5-12,-9.591601,-0.000000,0.000000
C5-13,-1.749431,-0.000000,0.000000
C5-14,-17.813126,-0.000000,0.000000
C5-15,-24.705431,-0.000000,0.000000
C5-16,6.482306,-0.000000,0.000000
