,hour,dispatch,dual,offer,lmp,capacity
320_PV_1-1,1,0.000000,2000.000000,0.000000,23.362402,0.000000
314_PV_1-1,1,0.000000,2000.000000,0.000000,24.356879,0.000000
314_PV_2-1,1,0.000000,2000.000000,0.000000,24.356879,0.000000
313_PV_1-1,1,0.000000,2000.000000,0.000000,26.755735,0.000000
314_PV_3-1,1,0.000000,2000.000000,0.000000,24.356879,0.000000
314_PV_4-1,1,0.000000,2000.000000,0.000000,24.356879,0.000000
313_PV_2-1,1,0.000000,2000.000000,0.000000,26.755735,0.000000
310_PV_1-1,1,0.000000,47.431007,0.000000,26.473103,0.000000
324_PV_1-1,1,0.000000,2000.000000,0.000000,11.523750,0.000000
312_PV_1-1,1,0.000000,628.177106,0.000000,27.808851,0.000000
310_PV_2-1,1,0.000000,47.431007,0.000000,26.473103,0.000000
324_PV_2-1,1,0.000000,2000.000000,0.000000,11.523750,0.000000
324_PV_3-1,1,0.000000,2000.000000,0.000000,11.523750,0.000000
319_PV_1-1,1,0.000000,0.000000,0.000000,21.993781,0.000000
308_RTPV_1-1,1,0.000000,2000.000000,0.000000,30.415158,0.000000
313_RTPV_1-1,1,0.000000,2000.000000,0.000000,26.755735,0.000000
313_RTPV_2-1,1,0.000000,2000.000000,0.000000,26.755735,0.000000
313_RTPV_3-1,1,0.000000,2000.000000,0.000000,26.755735,0.000000
313_RTPV_4-1,1,0.000000,2000.000000,0.000000,26.755735,0.000000
313_RTPV_5-1,1,0.000000,2000.000000,0.000000,26.755735,0.000000
313_RTPV_6-1,1,0.000000,2000.000000,0.000000,26.755735,0.000000
313_RTPV_7-1,1,0.000000,2000.000000,0.000000,26.755735,0.000000
313_RTPV_8-1,1,0.000000,2000.000000,0.000000,26.755735,0.000000
313_RTPV_9-1,1,0.000000,2000.000000,0.000000,26.755735,0.000000
313_RTPV_10-1,1,0.000000,2000.000000,0.000000,26.755735,0.000000
313_RTPV_11-1,1,0.000000,2000.000000,0.000000,26.755735,0.000000
313_RTPV_12-1,1,0.000000,2000.000000,0.000000,26.755735,0.000000
320_RTPV_1-1,1,0.000000,2000.000000,0.000000,23.362402,0.000000
320_RTPV_2-1,1,0.000000,2000.000000,0.000000,23.362402,0.000000
320_RTPV_3-1,1,0.000000,2000.000000,0.000000,23.362402,0.000000
313_RTPV_13-1,1,0.000000,2000.000000,0.000000,26.755735,0.000000
320_RTPV_4-1,1,0.000000,2000.000000,0.000000,23.362402,0.000000
320_RTPV_5-1,1,0.000000,2000.000000,0.000000,23.362402,0.000000
320_RTPV_6-1,1,0.000000,2000.000000,0.000000,23.362402,0.000000
309_WIND_1-1,1,45.958333,2000.000000,0.000000,34.357213,45.958333
317_WIND_1-1,1,706.175000,626.701852,0.000000,19.762327,706.175000
303_WIND_1-1,1,458.435212,2000.000000,0.000000,0.000000,597.058333
320_PV_1-2,2,0.000000,2000.000000,0.000000,13.736400,0.000000
314_PV_1-2,2,0.000000,2000.000000,0.000000,14.321123,0.000000
314_PV_2-2,2,0.000000,2000.000000,0.000000,14.321123,0.000000
313_PV_1-2,2,0.000000,2000.000000,0.000000,15.731579,0.000000
314_PV_3-2,2,0.000000,2000.000000,0.000000,14.321123,0.000000
314_PV_4-2,2,0.000000,2000.000000,0.000000,14.321123,0.000000
313_PV_2-2,2,0.000000,2000.000000,0.000000,15.731579,0.000000
310_PV_1-2,2,0.000000,2000.000000,0.000000,15.565400,0.000000
324_PV_1-2,2,0.000000,2000.000000,0.000000,6.775623,0.000000
312_PV_1-2,2,0.000000,2000.000000,0.000000,16.350780,0.000000
310_PV_2-2,2,0.000000,2000.000000,0.000000,15.565400,0.000000
324_PV_2-2,2,0.000000,2000.000000,0.000000,6.775623,0.000000
324_PV_3-2,2,0.000000,2000.000000,0.000000,6.775623,0.000000
319_PV_1-2,2,0.000000,2000.000000,0.000000,12.931691,0.000000
308_RTPV_1-2,2,0.000000,2000.000000,0.000000,17.883211,0.000000
313_RTPV_1-2,2,0.000000,2000.000000,0.000000,15.731579,0.000000
313_RTPV_2-2,2,0.000000,2000.000000,0.000000,15.731579,0.000000
313_RTPV_3-2,2,0.000000,2000.000000,0.000000,15.731579,0.000000
313_RTPV_4-2,2,0.000000,2000.000000,0.000000,15.731579,0.000000
313_RTPV_5-2,2,0.000000,2000.000000,0.000000,15.731579,0.000000
313_RTPV_6-2,2,0.000000,2000.000000,0.000000,15.731579,0.000000
313_RTPV_7-2,2,0.000000,2000.000000,0.000000,15.731579,0.000000
313_RTPV_8-2,2,0.000000,2000.000000,0.000000,15.731579,0.000000
313_RTPV_9-2,2,0.000000,2000.000000,0.000000,15.731579,0.000000
313_RTPV_10-2,2,0.000000,2000.000000,0.000000,15.731579,0.000000
313_RTPV_11-2,2,0.000000,2000.000000,0.000000,15.731579,0.000000
313_RTPV_12-2,2,0.000000,2000.000000,0.000000,15.731579,0.000000
320_RTPV_1-2,2,0.000000,2000.000000,0.000000,13.736400,0.000000
320_RTPV_2-2,2,0.000000,2000.000000,0.000000,13.736400,0.000000
320_RTPV_3-2,2,0.000000,2000.000000,0.000000,13.736400,0.000000
313_RTPV_13-2,2,0.000000,2000.000000,0.000000,15.731579,0.000000
320_RTPV_4-2,2,0.000000,2000.000000,0.000000,13.736400,0.000000
320_RTPV_5-2,2,0.000000,2000.000000,0.000000,13.736400,0.000000
320_RTPV_6-2,2,0.000000,2000.000000,0.000000,13.736400,0.000000
309_WIND_1-2,2,74.058333,2000.000000,0.000000,20.201023,74.058333
317_WIND_1-2,2,760.808333,2000.000000,0.000000,11.619662,760.808333
303_WIND_1-2,2,594.333333,2000.000000,0.000000,-0.000000,594.333333
320_PV_1-3,3,0.000000,0.000000,0.000000,13.736400,0.000000
314_PV_1-3,3,0.000000,1157.658491,0.000000,14.321123,0.000000
314_PV_2-3,3,0.000000,1157.658491,0.000000,14.321123,0.000000
313_PV_1-3,3,0.000000,2000.000000,0.000000,15.731579,0.000000
314_PV_3-3,3,0.000000,1157.658491,0.000000,14.321123,0.000000
314_PV_4-3,3,0.000000,1157.658491,0.000000,14.321123,0.000000
313_PV_2-3,3,0.000000,2000.000000,0.000000,15.731579,0.000000
310_PV_1-3,3,0.000000,0.000000,0.000000,15.565400,0.000000
324_PV_1-3,3,0.000000,2000.000000,0.000000,6.775623,0.000000
312_PV_1-3,3,0.000000,1986.521854,0.000000,16.350780,0.000000
310_PV_2-3,3,0.000000,0.000000,0.000000,15.565400,0.000000
324_PV_2-3,3,0.000000,2000.000000,0.000000,6.775623,0.000000
324_PV_3-3,3,0.000000,2000.000000,0.000000,6.775623,0.000000
319_PV_1-3,3,0.000000,2000.000000,0.000000,12.931691,0.000000
308_RTPV_1-3,3,0.000000,766.961014,0.000000,17.883211,0.000000
313_RTPV_1-3,3,0.000000,2000.000000,0.000000,15.731579,0.000000
313_RTPV_2-3,3,0.000000,2000.000000,0.000000,15.731579,0.000000
313_RTPV_3-3,3,0.000000,2000.000000,0.000000,15.731579,0.000000
313_RTPV_4-3,3,0.000000,2000.000000,0.000000,15.731579,0.000000
313_RTPV_5-3,3,0.000000,2000.000000,0.000000,15.731579,0.000000
313_RTPV_6-3,3,0.000000,2000.000000,0.000000,15.731579,0.000000
313_RTPV_7-3,3,0.000000,2000.000000,0.000000,15.731579,0.000000
313_RTPV_8-3,3,0.000000,2000.000000,0.000000,15.731579,0.000000
313_RTPV_9-3,3,0.000000,2000.000000,0.000000,15.731579,0.000000
313_RTPV_10-3,3,0.000000,2000.000000,0.000000,15.731579,0.000000
313_RTPV_11-3,3,0.000000,2000.000000,0.000000,15.731579,0.000000
313_RTPV_12-3,3,0.000000,2000.000000,0.000000,15.731579,0.000000
320_RTPV_1-3,3,0.000000,0.000000,0.000000,13.736400,0.000000
320_RTPV_2-3,3,0.000000,0.000000,0.000000,13.736400,0.000000
320_RTPV_3-3,3,0.000000,0.000000,0.000000,13.736400,0.000000
313_RTPV_13-3,3,0.000000,2000.000000,0.000000,15.731579,0.000000
320_RTPV_4-3,3,0.000000,0.000000,0.000000,13.736400,0.000000
320_RTPV_5-3,3,0.000000,0.000000,0.000000,13.736400,0.000000
320_RTPV_6-3,3,0.000000,0.000000,0.000000,13.736400,0.000000
309_WIND_1-3,3,70.083333,2000.000000,0.000000,20.201023,70.083333
317_WIND_1-3,3,745.841667,2000.000000,0.000000,11.619662,745.841667
303_WIND_1-3,3,403.832052,2000.000000,0.000000,0.000000,469.091667
320_PV_1-4,4,0.000000,2000.000000,0.000000,13.736400,0.000000
314_PV_1-4,4,0.000000,2000.000000,0.000000,14.321123,0.000000
314_PV_2-4,4,0.000000,2000.000000,0.000000,14.321123,0.000000
