,hour,dispatch,dual,offer,lmp,capacity
320_PV_1-1,1,35.441667,2000.000000,0.000000,0.000000,35.441667
314_PV_1-1,1,33.716667,2000.000000,0.000000,0.000000,33.716667
314_PV_2-1,1,31.000000,2000.000000,0.000000,0.000000,31.000000
313_PV_1-1,1,57.100000,2000.000000,0.000000,0.000000,57.100000
314_PV_3-1,1,54.658333,2000.000000,0.000000,0.000000,54.658333
314_PV_4-1,1,30.858333,2000.000000,0.000000,0.000000,30.858333
313_PV_2-1,1,61.216667,2000.000000,0.000000,0.000000,61.216667
310_PV_1-1,1,31.483333,47.431007,0.000000,0.000000,31.483333
324_PV_1-1,1,32.108333,2000.000000,0.000000,0.000000,32.108333
312_PV_1-1,1,61.958333,628.177106,0.000000,-0.000000,61.958333
310_PV_2-1,1,33.250000,47.431007,0.000000,0.000000,33.250000
324_PV_2-1,1,28.283333,2000.000000,0.000000,0.000000,28.283333
324_PV_3-1,1,33.125000,2000.000000,0.000000,0.000000,33.125000
319_PV_1-1,1,134.433333,0.000000,0.000000,-0.000000,134.433333
308_RTPV_1-1,1,51.050000,2000.000000,0.000000,-0.000000,51.050000
313_RTPV_1-1,1,49.591667,2000.000000,0.000000,0.000000,49.591667
313_RTPV_2-1,1,0.000000,2000.000000,0.000000,0.000000,28.900000
313_RTPV_3-1,1,0.000000,2000.000000,0.000000,0.000000,27.425000
313_RTPV_4-1,1,27.908333,2000.000000,0.000000,0.000000,27.908333
313_RTPV_5-1,1,30.508333,2000.000000,0.000000,0.000000,30.508333
313_RTPV_6-1,1,12.241213,2000.000000,0.000000,0.000000,28.616667
313_RTPV_7-1,1,0.000000,2000.000000,0.000000,0.000000,29.916667
313_RTPV_8-1,1,0.000000,2000.000000,0.000000,0.000000,32.291667
313_RTPV_9-1,1,27.566667,2000.000000,0.000000,0.000000,27.566667
313_RTPV_10-1,1,30.116667,2000.000000,0.000000,0.000000,30.116667
313_RTPV_11-1,1,30.341667,2000.000000,0.000000,0.000000,30.341667
313_RTPV_12-1,1,0.000000,2000.000000,0.000000,0.000000,12.525000
320_RTPV_1-1,1,13.350000,2000.000000,0.000000,0.000000,13.350000
320_RTPV_2-1,1,13.391667,2000.000000,0.000000,0.000000,13.391667
320_RTPV_3-1,1,12.858333,2000.000000,0.000000,0.000000,12.858333
313_RTPV_13-1,1,0.000000,2000.000000,0.000000,0.000000,15.291667
320_RTPV_4-1,1,13.041667,2000.000000,0.000000,0.000000,13.041667
320_RTPV_5-1,1,14.375000,2000.000000,0.000000,0.000000,14.375000
320_RTPV_6-1,1,4.341667,2000.000000,0.000000,0.000000,4.341667
309_WIND_1-1,1,0.908333,2000.000000,0.000000,0.000000,0.908333
317_WIND_1-1,1,618.825000,626.701852,0.000000,0.000000,618.825000
303_WIND_1-1,1,163.758333,2000.000000,0.000000,-0.000000,163.758333
320_PV_1-2,2,27.833333,2000.000000,0.000000,0.000000,27.833333
314_PV_1-2,2,27.816667,2000.000000,0.000000,0.000000,27.816667
314_PV_2-2,2,27.391667,2000.000000,0.000000,0.000000,27.391667
313_PV_1-2,2,40.666667,2000.000000,0.000000,0.000000,40.666667
314_PV_3-2,2,41.833333,2000.000000,0.000000,0.000000,41.833333
314_PV_4-2,2,26.366667,2000.000000,0.000000,0.000000,26.366667
313_PV_2-2,2,43.375000,2000.000000,0.000000,0.000000,43.375000
310_PV_1-2,2,24.941667,2000.000000,0.000000,0.000000,24.941667
324_PV_1-2,2,27.916667,2000.000000,0.000000,0.000000,27.916667
312_PV_1-2,2,45.241667,2000.000000,0.000000,-0.000000,45.241667
310_PV_2-2,2,27.625000,2000.000000,0.000000,0.000000,27.625000
324_PV_2-2,2,21.483333,2000.000000,0.000000,0.000000,21.483333
324_PV_3-2,2,27.791667,2000.000000,0.000000,0.000000,27.791667
319_PV_1-2,2,108.258333,2000.000000,0.000000,-0.000000,108.258333
308_RTPV_1-2,2,29.358333,2000.000000,0.000000,-0.000000,29.358333
313_RTPV_1-2,2,28.941667,2000.000000,0.000000,0.000000,28.941667
313_RTPV_2-2,2,15.933333,2000.000000,0.000000,0.000000,15.933333
313_RTPV_3-2,2,4.010826,2000.000000,0.000000,0.000000,15.925000
313_RTPV_4-2,2,0.000000,2000.000000,0.000000,0.000000,16.583333
313_RTPV_5-2,2,0.000000,2000.000000,0.000000,0.000000,16.866667
313_RTPV_6-2,2,0.000000,2000.000000,0.000000,0.000000,15.841667
313_RTPV_7-2,2,0.000000,2000.000000,0.000000,0.000000,17.233333
313_RTPV_8-2,2,0.000000,2000.000000,0.000000,0.000000,17.725000
313_RTPV_9-2,2,0.000000,2000.000000,0.000000,0.000000,15.283333
313_RTPV_10-2,2,17.191667,2000.000000,0.000000,0.000000,17.191667
313_RTPV_11-2,2,16.833333,2000.000000,0.000000,0.000000,16.833333
313_RTPV_12-2,2,7.216667,2000.000000,0.000000,0.000000,7.216667
320_RTPV_1-2,2,7.175000,2000.000000,0.000000,0.000000,7.175000
320_RTPV_2-2,2,7.916667,2000.000000,0.000000,0.000000,7.916667
320_RTPV_3-2,2,7.208333,2000.000000,0.000000,0.000000,7.208333
313_RTPV_13-2,2,8.425000,2000.000000,0.000000,0.000000,8.425000
320_RTPV_4-2,2,7.975000,2000.000000,0.000000,0.000000,7.975000
320_RTPV_5-2,2,8.308333,2000.000000,0.000000,0.000000,8.308333
320_RTPV_6-2,2,2.541667,2000.000000,0.000000,0.000000,2.541667
309_WIND_1-2,2,1.808333,2000.000000,0.000000,0.000000,1.808333
317_WIND_1-2,2,612.533333,2000.000000,0.000000,0.000000,612.533333
303_WIND_1-2,2,314.958333,2000.000000,0.000000,-0.000000,314.958333
320_PV_1-3,3,8.350000,0.000000,0.000000,24.355497,8.350000
314_PV_1-3,3,9.058333,1157.658491,0.000000,25.392247,9.058333
314_PV_2-3,3,8.800000,1157.658491,0.000000,25.392247,8.800000
313_PV_1-3,3,10.325000,2000.000000,0.000000,27.893075,10.325000
314_PV_3-3,3,11.766667,1157.658491,0.000000,25.392247,11.766667
