,flow (MWh),congestion price from ($/MWh),congestion price to ($/MWh)
C1-1,49.346305,-0.000000,0.000000
C1-2,48.066570,-0.000000,0.000000
C1-3,47.969564,-0.000000,0.000000
C1-4,47.947219,-0.000000,0.000000
C1-5,48.180638,-0.000000,0.000000
C1-6,48.906143,-0.000000,0.000000
C1-7,50.078385,-0.000000,0.000000
C1-8,51.292428,-0.000000,0.000000
C1-9,52.218724,-0.000000,0.000000
C1-10,52.810597,-0.000000,0.000000
C1-11,53.260375,-0.000000,0.000000
C1-12,53.464430,-0.000000,0.000000
C1-13,53.546713,-0.000000,0.000000
C1-14,53.435446,-0.000000,0.000000
C1-15,53.270178,-0.000000,0.000000
C1-16,52.901325,-0.000000,0.000000
C1-17,52.615708,-0.000000,0.000000
C1-18,54.342148,-0.000000,0.000000
C1-19,54.585049,-0.000000,0.000000
C1-20,53.677835,-0.000000,0.000000
C1-21,53.021229,-0.000000,0.000000
C1-22,52.055105,-0.000000,0.000000
C1-23,50.656262,-0.000000,0.000000
C1-24,49.560701,-0.000000,0.000000
C2-1,-122.448841,-0.000000,0.000000
C2-2,-128.965658,-0.000000,0.000000
C2-3,-128.436251,-0.000000,0.000000
C2-4,-128.122178,-0.000000,0.000000
C2-5,-127.182168,-0.000000,0.000000
C2-6,-128.522612,-0.000000,0.000000
C2-7,-135.700979,-0.000000,0.000000
C2-8,-135.969724,-0.000000,0.000000
C2-9,-137.960070,-0.000000,0.000000
C2-10,-139.814198,-0.000000,0.000000
C2-11,-141.047584,-0.000000,0.000000
C2-12,-141.716380,-0.000000,0.000000
C2-13,-142.049879,-0.000000,0.000000
C2-14,-141.543289,-0.000000,0.000000
C2-15,-141.371004,-0.000000,0.000000
C2-16,-140.793072,-0.000000,0.000000
C2-17,-143.031653,-0.000000,0.000000
C2-18,-140.307262,-0.000000,0.000000
C2-19,-145.029952,-0.000000,0.000000
C2-20,-147.826550,-0.000000,0.000000
C2-21,-145.723738,-0.000000,0.000000
C2-22,-141.199276,-0.000000,0.000000
C2-23,-137.976119,-0.000000,0.000000
C2-24,-134.332726,-0.000000,0.000000
C3-1,28.310382,-0.000000,0.000000
C3-2,37.456507,-0.000000,0.000000
C3-3,37.519518,-0.000000,0.000000
C3-4,37.415705,-0.000000,0.000000
C3-5,35.900612,-0.000000,0.000000
C3-6,33.816406,-0.000000,0.000000
C3-7,33.535913,-0.000000,0.000000
C3-8,28.832311,-0.000000,0.000000
C3-9,26.343054,-0.000000,0.000000
C3-10,25.111161,-0.000000,0.000000
C3-11,24.066868,-0.000000,0.000000
C3-12,23.660365,-0.000000,0.000000
C3-13,23.535751,-0.000000,0.000000
C3-14,23.670006,-0.000000,0.000000
C3-15,24.226735,-0.000000,0.000000
C3-16,25.350147,-0.000000,0.000000
C3-17,27.874344,-0.000000,0.000000
C3-18,19.272295,-0.000000,0.000000
C3-19,21.206687,-0.000000,0.000000
C3-20,26.567571,-0.000000,0.000000
C3-21,27.905926,-0.000000,0.000000
C3-22,28.994219,-0.000000,0.000000
C3-23,32.619447,-0.000000,0.000000
C3-24,34.769494,-0.000000,0.000000
C4-1,-10.868823,-0.000000,0.000000
C4-2,-17.160172,-0.000000,0.000000
C4-3,-16.823547,-0.000000,0.000000
C4-4,-16.593281,-0.000000,0.000000
C4-5,-15.643407,-0.000000,0.000000
C4-6,-16.079128,-0.000000,0.000000
C4-7,-20.767730,-0.000000,0.000000
C4-8,-19.927418,-0.000000,0.000000
C4-9,-20.705449,-0.000000,0.000000
C4-10,-21.665518,-0.000000,0.000000
C4-11,-22.255503,-0.000000,0.000000
C4-12,-22.609998,-0.000000,0.000000
C4-13,-22.803673,-0.000000,0.000000
C4-14,-22.497566,-0.000000,0.000000
C4-15,-22.504087,-0.000000,0.000000
C4-16,-22.364886,-0.000000,0.000000
C4-17,-24.392340,-0.000000,0.000000
C4-18,-20.727885,-0.000000,0.000000
C4-19,-24.271197,-0.000000,0.000000
C4-20,-27.281859,-0.000000,0.000000
C4-21,-26.180300,-0.000000,0.000000
C4-22,-23.422414,-0.000000,0.000000
C4-23,-22.074624,-0.000000,0.000000
C4-24,-20.129488,-0.000000,0.000000
C5-1,19.985137,-0.000000,0.000000
C5-2,26.208868,-0.000000,0.000000
C5-3,26.220191,-0.000000,0.000000
C5-4,26.136356,-0.000000,0.000000
C5-5,25.113036,-0.000000,0.000000
C5-6,23.850028,-0.000000,0.000000
C5-7,24.064559,-0.000000,0.000000
C5-8,21.062775,-0.000000,0.000000
C5-9,19.575707,-0.000000,0.000000
C5-10,18.887536,-0.000000,0.000000
C5-11,18.285570,-0.000000,0.000000
C5-12,18.061616,-0.000000,0.000000
C5-13,18.000022,-0.000000,0.000000
C5-14,18.058289,-0.000000,0.000000
C5-15,18.405869,-0.000000,0.000000
C5-16,19.094588,-0.000000,0.000000
C5-17,20.836425,-0.000000,0.000000
C5-18,15.170002,-0.000000,0.000000
C5-19,16.670071,-0.000000,0.000000
C5-20,20.261813,-0.000000,0.000000
C5-21,21.004597,-0.000000,0.000000
C5-22,21.453951,-0.000000,0.000000
C5-23,23.601812,-0.000000,0.000000
C5-24,24.780509,-0.000000,0.000000
C6-1,175.000000,-0.000000,0.000000
C6-2,175.000000,-0.000000,0.000000
C6-3,175.000000,-0.000000,0.000000
C6-4,175.000000,-0.000000,0.000000
C6-5,175.000000,-0.000000,0.000000
C6-6,175.000000,-0.000000,0.000000
C6-7,175.000000,-0.000000,0.000000
C6-8,175.000000,-0.000000,0.000000
C6-9,175.000000,-0.000000,0.000000
C6-10,175.000000,-0.000000,0.000000
C6-11,175.000000,-0.000000,0.000000
C6-12,175.000000,-0.000000,0.000000
C6-13,175.000000,-0.000000,0.000000
C6-14,175.000000,-0.000000,0.000000
C6-15,175.000000,-0.000000,0.000000
C6-16,175.000000,-0.000000,0.000000
C6-17,175.000000,-0.000000,-30.696080
C6-18,175.000000,-0.000000,-68.375744
C6-19,175.000000,-0.000000,-64.517839
C6-20,175.000000,-0.000000,-57.218865
C6-21,175.000000,-0.000000,-36.682861
C6-22,175.000000,-0.000000,-33.871519
C6-23,175.000000,-0.000000,0.000000
C6-24,175.000000,-0.000000,0.000000
C7-1,23.390869,-0.000000,0.000000
C7-2,107.142219,-0.000000,0.000000
C7-3,109.276338,-0.000000,0.000000
C7-4,108.976715,-0.000000,0.000000
C7-5,94.724656,-0.000000,0.000000
C7-6,67.978746,-0.000000,0.000000
C7-7,45.405604,-0.000000,0.000000
C7-8,152.021774,-0.000000,0.000000
C7-9,257.267109,-0.000000,0.000000
C7-10,250.665944,-0.000000,0.000000
C7-11,48.783257,-0.000000,0.000000
C7-12,224.660684,-0.000000,0.000000
C7-13,272.190413,-0.000000,0.000000
C7-14,254.765261,-0.000000,0.000000
C7-15,254.969141,-0.000000,0.000000
C7-16,73.060500,-0.000000,0.000000
C7-17,12.195311,-0.000000,0.000000
C7-18,22.768328,-0.000000,0.000000
C7-19,34.467418,-0.000000,0.000000
C7-20,44.112328,-0.000000,0.000000
C7-21,31.776053,-0.000000,0.000000
C7-22,15.646181,-0.000000,0.000000
C7-23,27.641373,-0.000000,0.000000
C7-24,62.794420,-0.000000,0.000000
C8-1,-41.559743,-0.000000,0.000000
C8-2,-46.926385,-0.000000,0.000000
C8-3,-46.250311,-0.000000,0.000000
C8-4,-45.891288,-0.000000,0.000000
C8-5,-45.175517,-0.000000,0.000000
C8-6,-47.460653,-0.000000,0.000000
C8-7,-56.456753,-0.000000,0.000000
C8-8,-58.191575,-0.000000,0.000000
C8-9,-61.404278,-0.000000,0.000000
C8-10,-64.073301,-0.000000,0.000000
C8-11,-65.915737,-0.000000,0.000000
C8-12,-66.867196,-0.000000,0.000000
C8-13,-67.318384,-0.000000,0.000000
C8-14,-66.649417,-0.000000,0.000000
C8-15,-66.269667,-0.000000,0.000000
C8-16,-65.217464,-0.000000,0.000000
C8-17,-67.244918,-0.000000,0.000000
C8-18,-66.424816,-0.000000,0.000000
C8-19,-71.712197,-0.000000,0.000000
C8-20,-73.587459,-0.000000,0.000000
C8-21,-70.577959,-0.000000,0.000000
C8-22,-64.636271,-0.000000,0.000000
C8-23,-59.554535,-0.000000,0.000000
C8-24,-54.390482,-0.000000,0.000000
C9-1,-1.136312,-0.000000,0.000000
C9-2,8.897032,-0.000000,0.000000
C9-3,9.285731,-0.000000,0.000000
C9-4,9.305455,-0.000000,0.000000
C9-5,7.565750,-0.000000,0.000000
C9-6,3.707105,-0.000000,0.000000
C9-7,-0.706257,-0.000000,0.000000
C9-8,-7.880597,-0.000000,0.000000
C9-9,-12.705823,-0.000000,0.000000
C9-10,-15.577387,-0.000000,0.000000
C9-11,-17.823357,-0.000000,0.000000
C9-12,-18.802622,-0.000000,0.000000
C9-13,-19.174309,-0.000000,0.000000
C9-14,-18.691905,-0.000000,0.000000
C9-15,-17.764565,-0.000000,0.000000
C9-16,-15.765165,-0.000000,0.000000
C9-17,-13.240968,-0.000000,0.000000
C9-18,-24.572058,-0.000000,0.000000
C9-19,-24.311029,-0.000000,0.000000
C9-20,-17.860775,-0.000000,0.000000
C9-21,-14.691828,-0.000000,0.000000
C9-22,-10.548806,-0.000000,0.000000
C9-23,-3.341009,-0.000000,0.000000
C9-24,1.897460,-0.000000,0.000000
C10-1,-36.419798,-0.000000,0.000000
C10-2,-28.496605,-0.000000,0.000000
C10-3,-27.861429,-0.000000,0.000000
C10-4,-27.708630,-0.000000,0.000000
C10-5,-29.162194,-0.000000,0.000000
C10-6,-33.824125,-0.000000,0.000000
C10-7,-41.526077,-0.000000,0.000000
C10-8,-49.260540,-0.000000,0.000000
C10-9,-55.222142,-0.000000,0.000000
C10-10,-59.051091,-0.000000,0.000000
C10-11,-61.954860,-0.000000,0.000000
C10-12,-63.275935,-0.000000,0.000000
C10-13,-63.810797,-0.000000,0.000000
C10-14,-63.085653,-0.000000,0.000000
C10-15,-62.028171,-0.000000,0.000000
C10-16,-59.661501,-0.000000,0.000000
C10-17,-57.919665,-0.000000,0.000000
