timepoint,Storage_Index,discharge_offer,charge_offer,soc,charge,discharge
1,313_STORAGE_1,5000.0,-746.5901309999999,0.0,0.0,0.0
1,303_STORAGE_1,5000.0,-746.5901309999999,0.0,0.0,0.0
2,313_STORAGE_1,5000.0,-748.2059469999999,0.0,0.0,0.0
2,303_STORAGE_1,5000.0,-748.2059469999999,0.0,0.0,0.0
3,313_STORAGE_1,5000.0,-748.2059469999999,0.0,0.0,0.0
3,303_STORAGE_1,5000.0,-748.2059469999999,0.0,0.0,0.0
4,313_STORAGE_1,5000.0,-748.2059469999999,0.0,0.0,0.0
4,303_STORAGE_1,5000.0,-748.2059469999999,0.0,0.0,0.0
5,313_STORAGE_1,4998.3841840000005,-748.2059469999999,0.0,0.0,0.0
5,303_STORAGE_1,4998.3841840000005,-748.2059469999999,0.0,0.0,0.0
6,313_STORAGE_1,4998.5554170000005,-748.034714,0.0,0.0,-0.0
6,303_STORAGE_1,5000.0,-748.034714,0.0,0.0,0.0
7,313_STORAGE_1,5000.0,-746.5901309999999,0.0,0.0,0.0
7,303_STORAGE_1,5000.0,-746.5901309999999,0.0,0.0,0.0
8,313_STORAGE_1,4984.268421,-763.371842,0.0,0.0,0.0
8,303_STORAGE_1,5000.0,-769.322593,0.0,-0.0,-0.0
9,313_STORAGE_1,4984.268421,-763.371842,0.0,0.0,0.0
9,303_STORAGE_1,4977.267537,-769.322593,0.0,0.0,0.0
10,313_STORAGE_1,4984.268421,-763.371842,0.0,0.0,0.0
10,303_STORAGE_1,4977.267537,4230.677407,42.5,50.0,0.0
11,313_STORAGE_1,4984.268421,-763.371842,0.0,0.0,0.0
11,303_STORAGE_1,4977.267537,-769.322593,42.5,0.0,0.0
12,313_STORAGE_1,4984.268421,4236.6281579999995,42.5,50.0,0.0
12,303_STORAGE_1,5000.0,4230.677407,65.0,26.470588,0.0
13,313_STORAGE_1,4984.268421,4236.6281579999995,65.0,26.470588,0.0
13,303_STORAGE_1,5000.0,-769.322593,65.0,0.0,0.0
14,313_STORAGE_1,4984.268421,4236.6281579999995,107.5,50.0,0.0
14,303_STORAGE_1,5000.0,4230.677407,107.5,50.0,0.0
15,313_STORAGE_1,5000.0,4236.6281579999995,150.0,50.0,0.0
15,303_STORAGE_1,5000.0,4230.677407,150.0,50.0,0.0
16,313_STORAGE_1,5000.0,-747.640263,150.0,0.0,0.0
16,303_STORAGE_1,5000.0,-753.591014,150.0,0.0,0.0
17,313_STORAGE_1,-2474.2562559999997,-2474.2562559999997,100.0,-0.0,50.0
17,303_STORAGE_1,25.743744,-4974.256256000001,150.0,0.0,0.0
18,313_STORAGE_1,25.743744,-4974.256256000001,80.562673,0.0,19.437327
18,303_STORAGE_1,-2474.2562559999997,-2474.2562559999997,100.0,0.0,50.0
19,313_STORAGE_1,25.743744,-4974.256256000001,80.562673,0.0,0.0
19,303_STORAGE_1,25.743744,-4974.256256000001,50.0,0.0,50.0
20,313_STORAGE_1,25.743744,-4974.256256000001,80.562673,0.0,0.0
20,303_STORAGE_1,25.743744,-4974.256256000001,0.0,0.0,50.0
21,313_STORAGE_1,25.743744,-4974.256256000001,43.587385,0.0,36.975288
21,303_STORAGE_1,25.743744,-4974.256256000001,0.0,0.0,0.0
22,313_STORAGE_1,25.743744,-4974.256256000001,0.0,0.0,43.587385
22,303_STORAGE_1,5000.0,-4974.256256000001,0.0,0.0,0.0
23,313_STORAGE_1,14.142373999999998,-4985.857626,0.0,0.0,0.0
23,303_STORAGE_1,5000.0,-4985.857626,0.0,0.0,0.0
24,313_STORAGE_1,5000.0,-4984.268421,0.0,0.0,0.0
24,303_STORAGE_1,5000.0,-4984.268421,0.0,0.0,0.0
