,flow (MWh),congestion price from ($/MWh),congestion price to ($/MWh)
C1-1,44.897561,-0.000000,0.000000
C1-2,45.302935,-0.000000,0.000000
C1-3,46.279376,-0.000000,0.000000
C1-4,42.931667,-0.000000,0.000000
C1-5,45.046741,-0.000000,0.000000
C1-6,42.234888,-0.000000,0.000000
C1-7,36.357505,-0.000000,0.000000
C1-8,25.548849,-0.000000,0.000000
C1-9,13.158501,-0.000000,0.000000
C1-10,49.259945,-0.000000,0.000000
C1-11,25.885099,-0.000000,0.000000
C1-12,-1.111143,-0.000000,0.000000
C1-13,9.276276,-0.000000,0.000000
C1-14,5.849059,-0.000000,0.000000
C1-15,10.441964,-0.000000,0.000000
C1-16,16.422748,-0.000000,0.000000
C1-17,25.783227,-0.000000,0.000000
C1-18,46.692986,-0.000000,0.000000
C1-19,50.601522,-0.000000,0.000000
C1-20,36.501111,-0.000000,0.000000
C1-21,37.367651,-0.000000,0.000000
C1-22,26.238697,-0.000000,0.000000
C1-23,22.096761,-0.000000,0.000000
C1-24,20.080104,-0.000000,0.000000
C2-1,-119.462757,-0.000000,0.000000
C2-2,-116.272136,-0.000000,0.000000
C2-3,-119.296859,-0.000000,0.000000
C2-4,-110.579999,-0.000000,0.000000
C2-5,-120.741303,-0.000000,0.000000
C2-6,-115.584457,-0.000000,0.000000
C2-7,-102.870267,-0.000000,0.000000
C2-8,-72.906158,-0.000000,0.000000
C2-9,-46.845081,-0.000000,0.000000
C2-10,-124.196939,-0.000000,0.000000
C2-11,-70.398967,-0.000000,0.000000
C2-12,-16.594405,-0.000000,0.000000
C2-13,-38.039674,-0.000000,0.000000
C2-14,-33.641471,-0.000000,0.000000
C2-15,-43.981701,-0.000000,0.000000
C2-16,-56.317716,-0.000000,0.000000
C2-17,-78.882561,-0.000000,0.000000
C2-18,-123.542935,-0.000000,0.000000
C2-19,-131.928327,-0.000000,0.000000
C2-20,-101.027559,-0.000000,0.000000
C2-21,-101.459443,-0.000000,0.000000
C2-22,-76.400415,-0.000000,0.000000
C2-23,-66.043391,-0.000000,0.000000
C2-24,-61.841924,-0.000000,0.000000
C3-1,29.875541,-0.000000,0.000000
