,time,charge,discharge,totaldischarge,soc,discharge_offer,maxdischargeoffer,charge_offer,maxchargeoffer,tightdual,socmaxdual,socmindual,chargemindual,dischargemindual,finalsocdual,finalsocMAXdual,finalsocMINdual,cycledual,bindonecyclemaxdual,bindonecyclemindual,node,lmp,profit
313_STORAGE_1,1,144.167584,0.000000,0.000000,122.542446,15.731579,5000,15.731579,5000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,303,15.731579,-2267.983736935136
313_STORAGE_1,2,142.318423,0.000000,0.000000,243.513106,15.731579,5000,15.731579,5000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,303,15.731579,-2238.893514579917
313_STORAGE_1,3,200.000000,0.000000,0.000000,413.513106,0.000000,5000,0.000000,5000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,303,0.000000,0.0
313_STORAGE_1,4,200.000000,0.000000,0.000000,583.513106,15.731579,5000,15.731579,5000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,303,15.731579,-3146.3158
313_STORAGE_1,5,0.000000,0.000000,0.000000,583.513106,22.732463,5000,-4977.267537,5000,0.000000,0.000000,0.000000,5000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,303,22.732463,0.0
313_STORAGE_1,6,0.000000,0.000000,0.000000,583.513106,25.908321,5000,-4974.091679,5000,0.000000,0.000000,0.000000,5000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,303,25.908321,0.0
313_STORAGE_1,7,0.000000,0.000000,0.000000,583.513106,23.334982,5000,-4976.665018,5000,0.000000,0.000000,0.000000,5000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,303,23.334982,0.0
313_STORAGE_1,8,200.000000,0.000000,0.000000,753.513106,15.731579,5000,15.731579,5000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,303,15.731579,-3146.3158
313_STORAGE_1,9,200.000000,0.000000,0.000000,923.513106,0.000000,5000,0.000000,5000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,303,0.000000,0.0
313_STORAGE_1,10,124.618412,0.000000,0.000000,1029.438756,0.000000,5000,0.000000,5000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,303,0.000000,0.0
313_STORAGE_1,11,119.685047,0.000000,0.000000,1131.171046,21.287879,5000,21.287879,5000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,303,21.287879,-2547.840798645313
313_STORAGE_1,12,101.252779,0.000000,0.000000,1217.235908,21.287879,5000,21.287879,5000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,303,21.287879,-2155.456907765741
313_STORAGE_1,13,156.421333,0.000000,0.000000,1350.194040,15.731579,5000,15.731579,5000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,303,15.731579,-2460.754557374807
313_STORAGE_1,14,200.000000,0.000000,0.000000,1520.194040,15.731579,5000,15.731579,5000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,303,15.731579,-3146.3158
313_STORAGE_1,15,0.000000,0.000000,0.000000,1520.194040,22.732463,5000,-4977.267537,5000,0.000000,0.000000,0.000000,5000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,303,22.732463,0.0
313_STORAGE_1,16,0.000000,0.000000,0.000000,1520.194040,23.334982,5000,-4976.665018,5000,0.000000,0.000000,0.000000,5000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,303,23.334982,0.0
313_STORAGE_1,17,0.000000,200.000000,200.000000,1320.194040,26.429209,5000,-4973.570791,5000,0.000000,0.000000,0.000000,5000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,303,26.429209,5285.8418
313_STORAGE_1,18,0.000000,200.000000,200.000000,1120.194040,27.276623,5000,-4972.723377,5000,0.000000,0.000000,0.000000,5000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,303,27.276623,5455.3246
313_STORAGE_1,19,0.000000,200.000000,200.000000,920.194040,27.276623,5000,-4972.723377,5000,0.000000,0.000000,0.000000,5000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,303,27.276623,5455.3246
313_STORAGE_1,20,0.000000,200.000000,200.000000,720.194040,27.894691,5000,-4972.105309,5000,0.000000,0.000000,0.000000,5000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,303,27.894691,5578.9382000000005
313_STORAGE_1,21,0.000000,200.000000,200.000000,520.194040,27.274699,5000,-4972.725301,5000,0.000000,0.000000,0.000000,5000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,303,27.274699,5454.9398
313_STORAGE_1,22,0.000000,200.000000,200.000000,320.194040,26.755735,5000,-4973.244265,5000,0.000000,0.000000,0.000000,5000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,303,26.755735,5351.147
313_STORAGE_1,23,0.000000,177.458357,177.458357,142.735683,26.429209,5000,-4973.570791,5000,0.000000,0.000000,0.000000,5000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,303,26.429209,4690.084005949613
313_STORAGE_1,24,0.000000,142.735683,142.735683,-0.000000,26.429209,5000,-4973.570791,5000,0.000000,0.000000,0.000000,5000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,303,26.429209,3772.3911977647467
