timepoint,zone,gross_load
1,301,42.63746460947369
1,302,38.294759880730986
1,303,71.06244101578947
1,304,29.21455908426901
1,305,28.03018506733918
1,306,53.69162210081871
1,307,49.34891737207601
1,308,67.50931896499999
1,309,69.08848432090643
1,310,76.9843111004386
1,311,0.0
1,312,0.0
1,313,104.61970482880116
1,314,76.58951976146197
1,315,125.14885445558478
1,316,39.47913389766082
1,317,0.0
1,318,131.46551587921053
1,319,71.45723235476608
1,320,50.533291389005846
1,321,0.0
1,322,0.0
1,323,0.0
1,324,0.0
1,325,0.0
2,301,44.89666561263158
2,302,40.32385707801169
2,303,74.82777602105263
2,304,30.762530141988304
2,305,29.515400541637423
2,306,56.5365418825731
2,307,51.963733347953216
2,308,71.08638721999999
2,309,72.7492266871345
2,310,81.06342402280703
2,311,0.0
2,312,0.0
2,313,110.16311469766083
2,314,80.64771415602338
2,315,131.78002777040936
2,316,41.570986678362566
2,317,0.0
2,318,138.43138563894738
2,319,75.24348588783624
2,320,53.21086294830409
2,321,0.0
2,322,0.0
2,323,0.0
2,324,0.0
2,325,0.0
3,301,49.68260459052632
3,302,44.62233930815788
3,303,82.80434098421051
3,304,34.0417846268421
3,305,32.661712277105266
3,306,62.563279854736855
3,307,57.503014572368414
3,308,78.664123935
3,309,80.50422040131578
3,310,89.70470273289475
3,311,0.0
3,312,0.0
3,313,121.90639089342103
3,314,89.24467861631577
3,315,145.82764495552632
3,316,46.00241165789473
3,317,0.0
3,318,153.18803082078946
3,319,83.26436510078948
3,320,58.88308692210524
3,321,0.0
3,322,0.0
3,323,0.0
3,324,0.0
3,325,0.0
4,301,52.96524063789474
4,302,47.570632795146196
4,303,88.27540106315787
4,304,36.2909982148538
4,305,34.81974153046783
4,306,66.69696969216375
4,307,61.302361849415206
4,308,83.86163101
4,309,85.82330658918129
4,310,95.63168448508772
4,311,0.0
4,312,0.0
4,313,129.96100712076023
4,314,95.14126559029239
4,315,155.46278965011695
4,316,49.041889479532166
4,317,0.0
4,318,163.3094919668421
4,319,88.76581995795321
4,320,62.77361853380117
4,321,0.0
4,322,0.0
4,323,0.0
4,324,0.0
4,325,0.0
5,301,58.22821641789474
5,302,52.29756474570174
5,303,97.0470273631579
5,304,39.89711124929825
5,305,38.27966079324562
5,306,73.32442067438596
5,307,67.39376900219298
5,308,92.194675995
5,309,94.35127660307018
5,310,105.13427964342105
5,311,0.0
5,312,0.0
5,313,142.8747902846491
5,314,104.59512949140348
5,315,170.9105981895614
5,316,53.915015201754365
5,317,0.0
5,318,179.53700062184214
5,319,97.58617751517544
5,320,69.01121945824562
5,321,0.0
5,322,0.0
5,323,0.0
5,324,0.0
5,325,0.0
6,301,61.21925134105263
6,302,54.98395722298245
6,303,102.03208556842105
6,304,41.94652406701755
6,305,40.24598930754386
6,306,77.09090909614035
6,307,70.85561497807016
6,308,96.93048128999999
6,309,99.19786096929825
6,310,110.5347593657895
6,311,0.0
6,312,0.0
6,313,150.2139037535088
6,314,109.9679144459649
6,315,179.68983958438596
6,316,56.68449198245614
6,317,0.0
6,318,188.75935830157894
6,319,102.59893048824561
6,320,72.55614973754383
6,321,0.0
6,322,0.0
6,323,0.0
6,324,0.0
6,325,0.0
7,301,64.36174897894738
7,302,57.80638565701755
7,303,107.26958163157899
7,304,44.09971689298246
7,305,42.31189053245614
7,306,81.04812834385964
7,307,74.49276502192983
7,308,101.90610255000001
7,309,104.28987103070176
7,310,116.20871343421054
7,311,0.0
7,312,0.0
7,313,157.92466184649123
7,314,115.6127713140351
7,315,188.91365209561403
7,316,59.594212017543846
7,317,0.0
7,318,198.44872601842107
7,319,107.86552375175438
